BLOCK,LATITUDE,LONGITUDE,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT
3600 - 3691 BLOCK OF CALVERT STREET NW,38.92254601,-77.07189583,3,3B,2.0,204.0,Cluster 14,000400 2,400.0,Precinct 11
3600 - 3698 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,38.83872344,-77.00549122,8,8C,7.0,707.0,Cluster 39,009803 1,10400.0,Precinct 124
3600 - 3699 BLOCK OF 10TH STREET NW,38.93509354,-77.02720216,1,1A,4.0,409.0,Cluster 2,002900 1,2900.0,Precinct 42
3600 - 3699 BLOCK OF 11TH STREET NW,38.93526629,-77.02849403,1,1A,4.0,408.0,Cluster 2,002900 1,2900.0,Precinct 42
3600 - 3699 BLOCK OF 12TH STREET NE,38.93402132,-76.99111756,5,5B,5.0,504.0,Cluster 22,009301 2,9301.0,Precinct 68
3600 - 3699 BLOCK OF 13TH STREET NE,38.93413625,-76.98880319,5,5B,5.0,504.0,Cluster 22,009301 2,9301.0,Precinct 68
3600 - 3699 BLOCK OF 13TH STREET NW,38.93542768,-77.02972707,1,1A,4.0,408.0,Cluster 2,002900 1,2900.0,Precinct 42
3600 - 3699 BLOCK OF 14TH STREET NW,38.93667092,-77.03273026,1,1D,4.0,408.0,Cluster 2,002801 2,2801.0,Precinct 41
3600 - 3699 BLOCK OF 18TH STREET NE,38.93458706,-76.97972914,5,5B,5.0,504.0,Cluster 22,009301 1,9301.0,Precinct 68
3600 - 3699 BLOCK OF 28TH STREET NE,38.93459079,-76.9681611,5,5B,5.0,503.0,Cluster 24,009400 3,9400.0,Precinct 69
3600 - 3699 BLOCK OF 35TH STREET NW,38.93774166,-77.06863518,3,3A,2.0,203.0,Cluster 15,000600 4,600.0,Precinct 27
3600 - 3699 BLOCK OF 37TH STREET NW,38.93774235,-77.07242097,3,3A,2.0,203.0,Cluster 15,000600 4,600.0,Precinct 29
3600 - 3699 BLOCK OF 38TH STREET NW,38.93837958,-77.07599566,3,3A,2.0,204.0,Cluster 14,001002 3,1002.0,Precinct 29
3600 - 3699 BLOCK OF ALTON PLACE NW,38.94708683,-77.07109588,3,3F,2.0,203.0,Cluster 12,001200 3,1200.0,Precinct 33
3600 - 3699 BLOCK OF AUSTIN STREET SE,38.86155739,-76.95498233,7,7B,6.0,606.0,Cluster 35,007603 3,7603.0,Precinct 110
3600 - 3699 BLOCK OF B STREET SE,38.88774962,-76.95238187,7,7F,6.0,603.0,Cluster 32,007703 3,7703.0,Precinct 107
3600 - 3699 BLOCK OF BROTHERS PLACE SE,38.8395148,-77.00629096,8,8D,7.0,707.0,Cluster 39,010400 1,10400.0,Precinct 124
3600 - 3699 BLOCK OF CHESAPEAKE STREET NW,38.95072529,-77.0707773,3,3F,2.0,203.0,Cluster 12,001200 1,1200.0,Precinct 33
3600 - 3699 BLOCK OF CONNECTICUT AVENUE NW,38.93752508,-77.05965035,3,3C,2.0,203.0,Cluster 15,000600 1,600.0,Precinct 27
3600 - 3699 BLOCK OF EVERETT STREET NW,38.95397316,-77.07087397,3,3F,2.0,203.0,Cluster 12,001100 4,1100.0,Precinct 33
3600 - 3699 BLOCK OF GRANT PLACE NE,38.90115365,-76.95115114,7,7D,6.0,601.0,Cluster 30,009602 3,9602.0,Precinct 100
3600 - 3699 BLOCK OF LEGATION STREET NW,38.96207833,-77.07046573,3,3/4G,2.0,201.0,Cluster 10,001401 1,1401.0,Precinct 50
3600 - 3699 BLOCK OF LIVINGSTON STREET NW,38.96309245,-77.07066323,3,3/4G,2.0,201.0,Cluster 10,001401 1,1401.0,Precinct 50
3600 - 3699 BLOCK OF LOWELL STREET NW,38.93253851,-77.07171191,3,3A,2.0,204.0,Cluster 15,000600 3,600.0,Precinct 27
3600 - 3699 BLOCK OF O STREET NW,38.90768958,-77.07097637,2,2E,2.0,206.0,Cluster 4,000201 2,201.0,Precinct 6
3600 - 3699 BLOCK OF PATTERSON STREET NW,38.96761159,-77.07333949,3,3/4G,2.0,201.0,Cluster 10,001401 2,1401.0,Precinct 50
3600 - 3699 BLOCK OF PROSPECT STREET NW,38.90585535,-77.07089649,2,2E,2.0,206.0,Cluster 4,000202 4,202.0,Precinct 6
3600 - 3699 BLOCK OF QUEBEC STREET NW,38.93815118,-77.0719246,3,3A,2.0,203.0,Cluster 15,000600 4,600.0,Precinct 29
3600 - 3699 BLOCK OF QUESADA STREET NW,38.9686325,-77.07417944,3,3/4G,2.0,201.0,Cluster 10,001401 2,1401.0,Precinct 50
3600 - 3699 BLOCK OF R STREET NW,38.9135946,-77.07192416,2,2E,2.0,206.0,Cluster 4,000300 1,300.0,Precinct 6
3600 - 3699 BLOCK OF RESERVOIR ROAD NW,38.91260335,-77.07187162,2,2E,2.0,206.0,Cluster 4,000202 1,202.0,Precinct 6
3600 - 3699 BLOCK OF WISCONSIN AVENUE NW,38.93771153,-77.07402685,3,3A,2.0,203.0,Cluster 15,000600 4,600.0,Precinct 29
3600 - 3799 BLOCK OF COMMODORE JOSHUA BARNEY DRIVE NE,38.92375467,-76.95333516,5,5C,5.0,503.0,Cluster 24,009000 2,9000.0,Precinct 139
3600 - 3799 BLOCK OF JAMISON STREET NE,38.92458948,-76.95313315,5,5C,5.0,503.0,Cluster 24,009000 2,9000.0,Precinct 139
3601 - 3638 BLOCK OF GEORGIA AVENUE NW,38.93486947,-77.0240756,1,1E,4.0,409.0,Cluster 2,003100 2,3100.0,Precinct 43
3601 - 3699 BLOCK OF 16TH STREET NW,38.93711429,-77.03644805,1,1D,4.0,408.0,Cluster 2,002801 2,2801.0,Precinct 41
3601 - 3699 BLOCK OF M STREET NW,38.9050338,-77.07087054,2,2E,2.0,206.0,Cluster 4,000202 4,202.0,Precinct 6
3619 - 3699 BLOCK OF HANSBERRY COURT NE,38.92314094,-76.95427081,5,5C,5.0,503.0,Cluster 24,009000 2,9000.0,Precinct 139
3626 - 3699 BLOCK OF MINNESOTA AVENUE SE,38.88926787,-76.95345489,7,7F,6.0,603.0,Cluster 32,007708 1,7708.0,Precinct 132
3628 - 3647 BLOCK OF PARK PLACE NW,38.93554077,-77.01920101,1,1E,4.0,409.0,Cluster 2,003200 1,3200.0,Precinct 43
3632 - 3699 BLOCK OF WRIGHT TERRACE NE,38.92322973,-76.95511166,5,5C,5.0,503.0,Cluster 24,009000 2,9000.0,Precinct 139
3634 - 3745 BLOCK OF CAMDEN STREET SE,38.86032421,-76.95288989,7,7B,6.0,606.0,Cluster 35,007603 3,7603.0,Precinct 110
3639 - 3649 BLOCK OF GEORGIA AVENUE NW,38.93549724,-77.02417051,1,1E,4.0,409.0,Cluster 2,003100 2,3100.0,Precinct 43
3640 - 3699 BLOCK OF NEW HAMPSHIRE AVENUE NW,38.93572233,-77.02474671,4,4C,4.0,404.0,Cluster 18,002503 2,2503.0,Precinct 49
3644 - 3699 BLOCK OF WARDER STREET NW,38.93667878,-77.0213229,1,1E,4.0,409.0,Cluster 2,003200 1,3200.0,Precinct 43
3648 - 3661 BLOCK OF PARK PLACE NW,38.93622585,-77.01922103,1,1E,4.0,409.0,Cluster 2,003200 1,3200.0,Precinct 43
3650 - 3699 BLOCK OF GEORGIA AVENUE NW,38.93604493,-77.02425293,1,1E,4.0,409.0,Cluster 2,003200 1,3200.0,Precinct 43
3651 - 3799 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,38.83686035,-77.00690283,8,8D,7.0,707.0,Cluster 39,009803 3,9803.0,Precinct 124
3652 - 3701 BLOCK OF MINNESOTA AVENUE NE,38.89021474,-76.95276798,7,7F,6.0,603.0,Cluster 32,009603 3,9603.0,Precinct 102
3674 - 3711 BLOCK OF SOUTHERN AVENUE SE,38.85961948,-76.95204725,7,7B,6.0,606.0,Cluster 35,007603 3,7603.0,Precinct 110
36TH STREET NW AND CONNECTICUT AVENUE NW,38.95433576,-77.06942478,3,3F,2.0,203.0,Cluster 12,001200 1,1301.0,Precinct 33
36TH STREET NW AND GARRISON STREET NW,38.95549714,-77.06898155,3,3F,2.0,203.0,Cluster 10,001301 2,1301.0,Precinct 138
36TH STREET SE AND MINNESOTA AVENUE SE,38.88758279,-76.95467027,7,7B,6.0,603.0,Cluster 32,007708 1,7708.0,Precinct 107
3700 - 3702 BLOCK OF MASSACHUSETTS AVENUE NW,38.92881601,-77.07345159,3,3A,2.0,204.0,Cluster 14,000704 2,704.0,Precinct 28
3700 - 3709 BLOCK OF 13TH STREET NW,38.93656047,-77.02971727,4,4C,4.0,404.0,Cluster 18,002503 2,2503.0,Precinct 49
3700 - 3710 BLOCK OF ELY PLACE SE,38.8832259,-76.95048526,7,7F,6.0,603.0,Cluster 32,007703 3,7703.0,Precinct 107
3700 - 3719 BLOCK OF 1ST STREET SE,38.83761329,-77.0058915,8,8D,7.0,707.0,Cluster 39,009803 1,9803.0,Precinct 124
3700 - 3723 BLOCK OF GRANT PLACE NE,38.90071759,-76.9505869,7,7D,6.0,601.0,Cluster 30,009602 3,9602.0,Precinct 100
3700 - 3724 BLOCK OF MILITARY ROAD NW,38.96101789,-77.07207032,3,3/4G,2.0,201.0,Cluster 10,001402 3,1402.0,Precinct 50
3700 - 3725 BLOCK OF 10TH STREET NE,38.93579294,-76.99313198,5,5B,4.0,405.0,Cluster 20,009504 1,9504.0,Precinct 68
3700 - 3743 BLOCK OF JENIFER STREET NW,38.95902641,-77.07107445,3,3/4G,2.0,201.0,Cluster 10,001402 3,1402.0,Precinct 50
3700 - 3748 BLOCK OF CUMBERLAND STREET NW,38.95141348,-77.07261759,3,3E,2.0,202.0,Cluster 11,001200 1,1200.0,Precinct 33
3700 - 3749 BLOCK OF ALBERT IRVIN CASSELL PLACE NE,38.90121819,-76.94933203,7,7D,6.0,601.0,Cluster 30,009602 3,9602.0,Precinct 100
3700 - 3749 BLOCK OF NEWARK STREET NW,38.93475141,-77.07328988,3,3A,2.0,204.0,Cluster 14,001002 4,1002.0,Precinct 29
3700 - 3761 BLOCK OF MINNESOTA AVENUE NE,38.89132947,-76.9519659,7,7F,6.0,603.0,Cluster 32,009603 3,9603.0,Precinct 102
3700 - 3769 BLOCK OF 10TH STREET NW,38.93630093,-77.02718925,4,4C,4.0,404.0,Cluster 18,002503 2,2503.0,Precinct 49
3700 - 3791 BLOCK OF ALABAMA AVENUE SE,38.86498726,-76.95297514,7,7B,6.0,606.0,Cluster 35,007603 1,7603.0,Precinct 110
3700 - 3799 BLOCK OF 12TH STREET NE,38.93535348,-76.99121774,5,5B,5.0,504.0,Cluster 20,009504 1,9504.0,Precinct 68
3700 - 3799 BLOCK OF 13TH STREET NW,38.93721988,-77.02970567,4,4C,4.0,404.0,Cluster 18,002504 1,2504.0,Precinct 49
3700 - 3799 BLOCK OF 14TH STREET NW,38.93734348,-77.03273011,4,4C,4.0,404.0,Cluster 18,002504 1,2504.0,Precinct 49
3700 - 3799 BLOCK OF 22ND STREET NE,38.9356267,-76.97417594,5,5B,5.0,503.0,Cluster 24,009400 4,9400.0,Precinct 69
3700 - 3799 BLOCK OF 24TH STREET NE,38.93562443,-76.97216707,5,5B,5.0,503.0,Cluster 24,009400 3,9400.0,Precinct 69
3700 - 3799 BLOCK OF 2ND STREET SE,38.83704663,-77.00281415,8,8D,7.0,707.0,Cluster 39,009803 1,9803.0,Precinct 124
3700 - 3799 BLOCK OF 30TH PLACE NE,38.93562225,-76.96595119,5,5B,5.0,503.0,Cluster 24,009400 3,9400.0,Precinct 69
3700 - 3799 BLOCK OF 49TH STREET NW,38.9388978,-77.09676072,3,3D,2.0,205.0,Cluster 13,000903 2,903.0,Precinct 9
3700 - 3799 BLOCK OF 4TH STREET SE,38.83775279,-77.00057245,8,8C,7.0,705.0,Cluster 39,009804 2,9804.0,Precinct 122
3700 - 3799 BLOCK OF 9TH STREET NW,38.93681861,-77.02532068,4,4C,4.0,404.0,Cluster 18,002503 2,2503.0,Precinct 49
3700 - 3799 BLOCK OF ALTON PLACE NW,38.94708779,-77.07347537,3,3E,2.0,202.0,Cluster 11,001200 3,1200.0,Precinct 33
3700 - 3799 BLOCK OF FOOTE STREET NE,38.89920222,-76.95190837,7,7D,6.0,601.0,Cluster 30,009602 3,9602.0,Precinct 100
3700 - 3799 BLOCK OF FRANKLIN DELANO ROOSEVELT PLACE NE,38.89970479,-76.95125693,7,7D,6.0,601.0,Cluster 30,009602 3,9602.0,Precinct 100
3700 - 3799 BLOCK OF GEORGIA AVENUE NW,38.93696915,-77.02439858,4,4C,4.0,404.0,Cluster 18,002503 2,2503.0,Precinct 49
3700 - 3799 BLOCK OF HAREWOOD ROAD NE,38.93534586,-77.00197668,5,5A,4.0,405.0,Cluster 20,009511 1,9511.0,Precinct 68
3700 - 3799 BLOCK OF HORNER PLACE SE,38.83706787,-77.0043606,8,8D,6.0,603.0,Cluster 39,009803 1,9803.0,Precinct 124
3700 - 3799 BLOCK OF IDAHO AVENUE NW,38.93862123,-77.07104799,3,3A,2.0,203.0,Cluster 15,000600 4,600.0,Precinct 27
3700 - 3799 BLOCK OF MACOMB STREET NW,38.9334831,-77.07319677,3,3A,2.0,204.0,Cluster 14,001002 4,1002.0,Precinct 29
3700 - 3799 BLOCK OF MCKINLEY STREET NW,38.96490599,-77.07358351,3,3/4G,2.0,201.0,Cluster 10,001401 2,1401.0,Precinct 50
3700 - 3799 BLOCK OF NORTHAMPTON STREET NW,38.9658117,-77.07397492,3,3/4G,2.0,201.0,Cluster 10,001401 2,1401.0,Precinct 50
3700 - 3799 BLOCK OF RESERVOIR ROAD NW,38.91258394,-77.07339659,2,2E,2.0,206.0,Cluster 4,000201 2,201.0,Precinct 6
3700 - 3799 BLOCK OF S STREET NW,38.91446023,-77.07347889,2,2E,2.0,206.0,Cluster 4,000300 3,300.0,Precinct 6
3700 - 3799 BLOCK OF S STREET SE,38.86776463,-76.95402221,7,7B,6.0,605.0,Cluster 34,009901 2,9901.0,Precinct 109
3700 - 3799 BLOCK OF SOUTH DAKOTA AVENUE NE,38.93542068,-76.97587323,5,5B,5.0,503.0,Cluster 24,009400 4,9400.0,Precinct 69
3700 - 3799 BLOCK OF SUITLAND ROAD SE,38.8623675,-76.95290727,7,7B,6.0,606.0,Cluster 35,007603 3,7603.0,Precinct 110
3700 - 3799 BLOCK OF UPTON STREET NW,38.94221609,-77.07350807,3,3A,2.0,202.0,Cluster 11,001200 4,1200.0,Precinct 33
3700 - 3799 BLOCK OF VAN NESS STREET NW,38.9431643,-77.07350893,3,3A,2.0,202.0,Cluster 11,001200 4,1200.0,Precinct 33
3700 - 3830 BLOCK OF NASH STREET SE,38.87187883,-76.95110273,7,7B,6.0,605.0,Cluster 34,009901 2,9901.0,Precinct 109
3700 - 3851 BLOCK OF 9TH STREET SE,38.83488598,-76.99419486,8,8E,7.0,706.0,Cluster 39,009801 1,9801.0,Precinct 121
3700 - 3899 BLOCK OF 16TH STREET NW,38.93826609,-77.03644484,4,4C,4.0,404.0,Cluster 18,002504 2,2504.0,Precinct 47
3700 - 3899 BLOCK OF CONNECTICUT AVENUE NW,38.93880748,-77.06039621,3,3C,2.0,203.0,Cluster 12,001304 2,1304.0,Precinct 34
3700 - 3899 BLOCK OF D STREET SE,38.88483781,-76.94955578,7,7F,6.0,603.0,Cluster 32,007703 3,7703.0,Precinct 107
3700 - 3899 BLOCK OF WISCONSIN AVENUE NW,38.93884059,-77.074648,3,3A,2.0,203.0,Cluster 15,000600 4,600.0,Precinct 29
3700 - 3999 BLOCK OF 37TH STREET NW,38.93969058,-77.0724181,3,3A,2.0,203.0,Cluster 15,000600 4,600.0,Precinct 29
3701 - 3799 BLOCK OF 4TH STREET SE,38.83706616,-77.00176249,8,8D,7.0,707.0,Cluster 39,009803 1,9803.0,Precinct 124
3701 - 3799 BLOCK OF MASSACHUSETTS AVENUE NW,38.92938907,-77.07423365,3,3A,2.0,204.0,Cluster 14,000704 1,704.0,Precinct 28
3701 - 3810 BLOCK OF HAYES STREET NE,38.90175776,-76.94863683,7,7D,6.0,601.0,Cluster 30,009602 2,9602.0,Precinct 100
3705 - 3799 BLOCK OF KANSAS AVENUE NW,38.93721357,-77.02938882,4,4C,4.0,404.0,Cluster 18,002503 2,2503.0,Precinct 49
3711 - 3999 BLOCK OF ELY PLACE SE,38.88287733,-76.94811057,7,7F,6.0,603.0,Cluster 32,007703 3,7703.0,Precinct 107
3714 - 3813 BLOCK OF 14TH STREET NW,38.93775435,-77.03272938,4,4C,4.0,404.0,Cluster 18,002504 2,2504.0,Precinct 47
3720 - 3749 BLOCK OF 1ST STREET SE,38.836502,-77.00588786,8,8D,7.0,707.0,Cluster 39,009803 3,9803.0,Precinct 124
3726 - 3799 BLOCK OF 10TH STREET NE,38.93659938,-76.99344367,5,5B,4.0,405.0,Cluster 20,009504 1,9504.0,Precinct 68
3750 - 3799 BLOCK OF 1ST STREET SE,38.83514897,-77.00588102,8,8D,7.0,707.0,Cluster 39,009803 3,9803.0,Precinct 124
3751 - 3848 BLOCK OF HAYES STREET NE,38.90101012,-76.94775856,7,7D,6.0,601.0,Cluster 30,009602 2,9602.0,Precinct 100
3780 - 3799 BLOCK OF LIBRARY WALK NW,38.90665157,-77.07427766,2,2E,2.0,206.0,Cluster 4,000201 2,201.0,Precinct 6
38 - 98 BLOCK OF GALLATIN STREET NW,38.95235228,-77.01098636,4,4D,4.0,403.0,Cluster 19,002102 2,2102.0,Precinct 57
3800 - 3803 BLOCK OF NEW HAMPSHIRE AVENUE NW,38.9378069,-77.02319584,4,4C,4.0,407.0,Cluster 18,002400 1,2400.0,Precinct 45
3800 - 3809 BLOCK OF EASTERN AVENUE NE,38.93675868,-76.96544061,5,5B,5.0,503.0,Cluster 24,009400 3,9400.0,Precinct 69
3800 - 3809 BLOCK OF RODMAN STREET NW,38.93944091,-77.07533886,3,3A,2.0,204.0,Cluster 14,001002 3,1002.0,Precinct 29
3800 - 3814 BLOCK OF PORTER STREET NW,38.93707753,-77.07429898,3,3A,2.0,204.0,Cluster 14,001002 4,1002.0,Precinct 29
3800 - 3821 BLOCK OF 2ND STREET SE,38.83558393,-77.0028176,8,8D,7.0,707.0,Cluster 39,009803 3,9803.0,Precinct 124
3800 - 3825 BLOCK OF BLAINE STREET NE,38.89189665,-76.95092833,7,7F,6.0,603.0,Cluster 32,009603 2,9603.0,Precinct 102
3800 - 3845 BLOCK OF SOUTH CAPITOL STREET,38.83466991,-77.00809011,8,8D,7.0,707.0,Cluster 39,009803 3,9803.0,Precinct 124
3800 - 3849 BLOCK OF INGOMAR STREET NW,38.95835608,-77.07571433,3,3/4G,2.0,201.0,Cluster 10,001100 3,1100.0,Precinct 32
3800 - 3878 BLOCK OF OLIVER STREET NW,38.9663436,-77.077517,3,3/4G,2.0,201.0,Cluster 10,001100 1,1100.0,Precinct 32
3800 - 3899 BLOCK OF 10TH STREET NW,38.93814429,-77.0271986,4,4C,4.0,404.0,Cluster 18,002503 2,2503.0,Precinct 47
3800 - 3899 BLOCK OF 12TH STREET NE,38.93670757,-76.99079565,5,5B,5.0,504.0,Cluster 20,009504 1,9504.0,Precinct 68
3800 - 3899 BLOCK OF 13TH STREET NW,38.93813972,-77.02970432,4,4C,4.0,404.0,Cluster 18,002504 1,2504.0,Precinct 47
3800 - 3899 BLOCK OF 14TH STREET NW,38.93828881,-77.03272951,4,4C,4.0,404.0,Cluster 18,002504 1,2504.0,Precinct 47
3800 - 3899 BLOCK OF 1ST STREET SE,38.83374686,-77.00588449,8,8D,7.0,707.0,Cluster 39,009803 3,9803.0,Precinct 124
3800 - 3899 BLOCK OF 20TH STREET NE,38.93670371,-76.97622309,5,5B,5.0,503.0,Cluster 24,009400 4,9400.0,Precinct 69
3800 - 3899 BLOCK OF 24TH STREET NE,38.9367003,-76.97216838,5,5B,5.0,503.0,Cluster 24,009400 3,9400.0,Precinct 69
3800 - 3899 BLOCK OF 39TH STREET NW,38.93926956,-77.07810328,3,3A,2.0,204.0,Cluster 14,001002 2,1002.0,Precinct 29
3800 - 3899 BLOCK OF 45TH STREET NW,38.94107576,-77.08913199,3,3E,2.0,202.0,Cluster 11,001004 3,1004.0,Precinct 30
3800 - 3899 BLOCK OF 52ND STREET NW,38.93973621,-77.10256296,3,3D,2.0,205.0,Cluster 13,000904 2,904.0,Precinct 9
3800 - 3899 BLOCK OF BENTON STREET NW,38.92068437,-77.07654335,3,3B,2.0,204.0,Cluster 14,000300 4,300.0,Precinct 11
3800 - 3899 BLOCK OF CALVERT STREET NW,38.92254872,-77.07587466,3,3B,2.0,204.0,Cluster 14,000702 3,702.0,Precinct 11
3800 - 3899 BLOCK OF COMMODORE JOSHUA BARNEY DRIVE NE,38.92337211,-76.9507669,5,5C,5.0,503.0,Cluster 24,009000 2,9000.0,Precinct 139
3800 - 3899 BLOCK OF DAVIS PLACE NW,38.92362423,-77.07628208,3,3B,2.0,204.0,Cluster 14,000702 3,702.0,Precinct 11
3800 - 3899 BLOCK OF EAST CAPITOL STREET,38.88990503,-76.95081339,7,7F,6.0,603.0,Cluster 32,009603 2,9603.0,Precinct 102
3800 - 3899 BLOCK OF FORT LINCOLN DRIVE NE,38.92216439,-76.95126072,5,5C,5.0,503.0,Cluster 24,009000 2,9000.0,Precinct 139
3800 - 3899 BLOCK OF GEORGIA AVENUE NW,38.93814839,-77.02458342,4,4C,4.0,404.0,Cluster 18,002503 2,2503.0,Precinct 47
3800 - 3899 BLOCK OF GRAMERCY STREET NW,38.95625849,-77.07586843,3,3E,2.0,202.0,Cluster 11,001100 4,1100.0,Precinct 32
3800 - 3899 BLOCK OF HALLEY TERRACE SE,38.8336855,-77.00713424,8,8D,7.0,707.0,Cluster 39,009803 3,9803.0,Precinct 124
3800 - 3899 BLOCK OF HANSBERRY COURT NE,38.92285989,-76.95139678,5,5C,5.0,503.0,Cluster 24,009000 2,9000.0,Precinct 139
3800 - 3899 BLOCK OF KANAWHA STREET NW,38.96031509,-77.07586964,3,3/4G,2.0,201.0,Cluster 10,001100 1,1100.0,Precinct 32
3800 - 3899 BLOCK OF KANSAS AVENUE NW,38.93814168,-77.02869956,4,4C,4.0,404.0,Cluster 18,002503 2,2503.0,Precinct 47
3800 - 3899 BLOCK OF LIVINGSTON STREET NW,38.96309083,-77.07583359,3,3/4G,2.0,201.0,Cluster 10,001100 1,1100.0,Precinct 32
3800 - 3899 BLOCK OF MASSACHUSETTS AVENUE NW,38.93058325,-77.07586891,3,3A,2.0,204.0,Cluster 14,000704 1,704.0,Precinct 28
3800 - 3899 BLOCK OF MCKINLEY STREET NW,38.96490367,-77.07635799,3,3/4G,2.0,201.0,Cluster 10,001100 1,1100.0,Precinct 32
3800 - 3899 BLOCK OF NEWARK STREET NW,38.9356903,-77.07590975,3,3A,2.0,204.0,Cluster 14,001002 4,1002.0,Precinct 29
3800 - 3899 BLOCK OF RESERVOIR ROAD NW,38.91260565,-77.07494893,2,2E,2.0,206.0,Cluster 4,000201 1,201.0,Precinct 6
3800 - 3899 BLOCK OF UPTON STREET NW,38.94221902,-77.07555577,3,3A,2.0,202.0,Cluster 11,001200 4,1200.0,Precinct 33
3800 - 3899 BLOCK OF V STREET SE,38.86428971,-76.9512816,7,7B,6.0,606.0,Cluster 35,007603 1,7603.0,Precinct 110
3800 - 3899 BLOCK OF VAN NESS STREET NW,38.94316373,-77.07581712,3,3A,2.0,202.0,Cluster 11,001200 4,1200.0,Precinct 33
3800 - 3899 BLOCK OF W STREET SE,38.86305195,-76.95132064,7,7B,6.0,606.0,Cluster 35,007603 1,7603.0,Precinct 110
3800 - 3899 BLOCK OF WARREN STREET NW,38.94477991,-77.07582184,3,3E,2.0,202.0,Cluster 11,001200 4,1200.0,Precinct 33
3800 - 3899 BLOCK OF WOODLEY ROAD NW,38.93211487,-77.07526619,3,3A,2.0,204.0,Cluster 14,000704 1,704.0,Precinct 28
3800 - 3999 BLOCK OF 18TH STREET NE,38.93723491,-76.97993681,5,5B,5.0,504.0,Cluster 22,009503 2,9503.0,Precinct 68
3800 - 3999 BLOCK OF CONNECTICUT AVENUE NW,38.94018074,-77.06119338,3,3C,2.0,203.0,Cluster 12,001304 2,1304.0,Precinct 34
3800 - 4099 BLOCK OF HAREWOOD ROAD NE,38.93677295,-77.0022502,5,5A,4.0,405.0,Cluster 20,009511 1,9511.0,Precinct 68
3802 - 3899 BLOCK OF NEW HAMPSHIRE AVENUE NW,38.93835567,-77.02279012,4,4C,4.0,407.0,Cluster 18,002400 1,2400.0,Precinct 45
3805 - 3899 BLOCK OF FORT DRIVE NW,38.95234523,-77.07541814,3,3E,2.0,202.0,Cluster 11,001100 4,1100.0,Precinct 32
3806 - 3843 BLOCK OF MINNESOTA AVENUE NE,38.89268004,-76.95097113,7,7F,6.0,603.0,Cluster 32,009603 3,9603.0,Precinct 102
381 - 414 BLOCK OF FLORIDA AVENUE NW,38.91394609,-77.01645879,5,5E,3.0,308.0,Cluster 21,004600 2,4600.0,Precinct 19
3810 - 3899 BLOCK OF RODMAN STREET NW,38.93903287,-77.07681358,3,3A,2.0,204.0,Cluster 14,001002 2,1002.0,Precinct 29
3810 - 3999 BLOCK OF EASTERN AVENUE NE,38.93744311,-76.96631204,5,5B,5.0,503.0,Cluster 24,009400 3,9400.0,Precinct 69
3814 - 3899 BLOCK OF CARPENTER STREET SE,38.87059723,-76.94968657,7,7B,6.0,605.0,Cluster 34,009901 2,9901.0,Precinct 109
3818 - 3843 BLOCK OF BEECHER STREET NW,38.92172471,-77.07563242,3,3B,2.0,204.0,Cluster 14,000300 4,300.0,Precinct 11
3820 - 3899 BLOCK OF ALABAMA AVENUE SE,38.86626939,-76.95049057,7,7B,6.0,605.0,Cluster 34,009902 2,9902.0,Precinct 110
3821 - 3938 BLOCK OF PENNSYLVANIA AVENUE SE,38.86530473,-76.95061257,7,7B,6.0,606.0,Cluster 35,007603 1,7603.0,Precinct 110
3826 - 3899 BLOCK OF 9TH STREET SE,38.83339028,-76.99224013,8,8E,7.0,706.0,Cluster 39,009801 1,9801.0,Precinct 121
3826 - 3999 BLOCK OF BLAINE STREET NE,38.89189439,-76.94879839,7,7F,6.0,603.0,Cluster 32,009603 2,9603.0,Precinct 102
3844 - 3899 BLOCK OF MINNESOTA AVENUE NE,38.89316409,-76.9506108,7,7F,6.0,603.0,Cluster 32,009603 2,9603.0,Precinct 102
3846 - 3999 BLOCK OF SOUTH CAPITOL STREET,38.8324785,-77.00825755,8,8D,7.0,708.0,Cluster 39,009807 1,9807.0,Precinct 124
3850 - 3919 BLOCK OF 9TH STREET SE,38.83288531,-76.99159613,8,8E,7.0,706.0,Cluster 39,009801 1,9801.0,Precinct 121
3900 - 3919 BLOCK OF BENNING ROAD NE,38.89486652,-76.94859672,7,7F,6.0,602.0,Cluster 30,007803 1,7803.0,Precinct 99
3900 - 3920 BLOCK OF 1ST STREET SE,38.83255053,-77.00588488,8,8D,7.0,707.0,Cluster 39,009803 2,9803.0,Precinct 124
3900 - 3920 BLOCK OF W STREET NW,38.91917522,-77.0774843,3,3B,2.0,204.0,Cluster 14,000300 3,300.0,Precinct 11
3900 - 3928 BLOCK OF MINNESOTA AVENUE NE,38.8935443,-76.95033389,7,7F,6.0,603.0,Cluster 32,009603 2,9603.0,Precinct 102
3900 - 3945 BLOCK OF 4TH STREET SE,38.83213133,-77.00056895,8,8D,7.0,708.0,Cluster 39,009801 1,9801.0,Precinct 121
3900 - 3979 BLOCK OF FULTON STREET NW,38.926191,-77.07801411,3,3B,2.0,204.0,Cluster 14,000703 2,703.0,Precinct 28
3900 - 3999 BLOCK OF 12TH STREET NE,38.93777917,-76.99042503,5,5B,5.0,504.0,Cluster 20,009504 1,9504.0,Precinct 68
